"professor","Course.Name","Survey.Period","Svy.Rcv","Exp","X.","I.would.recommend.this.professor.to.other.students","When.I.sought.consultation.about.this.course..the.professor.was.available.outside.of.class.time","I.received.adequate.supervision.over.my.work.on.the.project","I.received.my.placement.in.a.timely.fashion","I.received.the.project.in.a.timely.fashion","In.the.course.of.working.on.my.clinic.projects..I.received.thorough.and.useful.supervision","My.experience.at.the.field.placement.was.positive","My.experience.in.the.field.work.component.enhanced.my.understanding.and.the.insights.I.gained.in.the","The.class.covered.meaningful.and.worthwhile.subject.matter.","The.class.improved.my.lawyering.skills","The.clinic.has.improved.my.ability.to.function.as.a.lawyer","The.clinic.projects.and.classroom.components.of.the.course.were.integrated.effectively","The.professor.adjusted.the.class.for.the.online.distance.learning.format","The.professor.s.feedback.on.my.project.work.was.helpful.in.revising.my.work","The.project.was.well.defined","The.readings.were.useful.and.well.integrated.into.the.course.and.or.provided.helpful.background.for","The.seminar.classes.enhanced.the.field.work.component","How.well.has.the.professor.adjusted.the.class.for.the.online.environment.","I.had.a.helpful.personal.consultation.with.the.professor.about.my.draft.paper","I.received.helpful.guidance.regarding.research.strategy.from.the.professor.and.or.from.a.guest.lectu","The.professor.adjusted.the.class.for.the.online.environment.","The.professor.challenged.students.to.think.critically","The.professor.created.a.learning.environment.that.was.hospitable.to.all.students","The.professor.provided.detailed.written.feedback.on.my.preliminary.draft.s..of.the.paper","The.professor.provided.timely.and.useful.comments.on.my.outline.or.other.preparatory.written.product","The.professor.taught.the.course.well","The.professor.s.feedback.on.the.preliminary.draft.s..was.will.be.helpful.in.revising.my.paper","n_courses"
"McMahon, Susan","Week One Teaching Fellows",201960,2,4,50,5,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,2
"McManus, Brian","Tax Prac & Proc (Admin Pract)",202072.5,8,17.5,46.125,4.85,4.775,NA,NA,NA,NA,NA,NA,4.912,NA,NA,NA,NA,NA,NA,4.588,NA,4.7,NA,NA,NA,4.787,4.925,NA,NA,4.85,NA,8
"McManus, Brian","Tax Practice & Procedure (Administrative Practice)",201820,3,9,33,5,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,5,NA,NA,4.7,NA,1
"McSorley, Thomas","Adv Leg Writ & Pract: Natl Sec",202160,6.5,9,72.5,4.9,4.75,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.45,NA,NA,NA,NA,NA,5,4.9,NA,NA,4.9,NA,2
"Mcconagha, William","Food and Drug Law",202180,8,15.5,51,4.85,4.7,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,4.85,5,NA,NA,4.9,NA,2
"Meade, Heather","Emp Ben: Health & Welfare Plan",202196.667,4.667,7.333,62.333,4.933,4.867,NA,NA,NA,NA,NA,NA,4.967,NA,NA,NA,NA,NA,NA,4.7,NA,5,NA,NA,NA,4.733,4.967,NA,NA,4.867,NA,3
"Meeker, Frederic","Patent Trial Practice",202060,3.75,6,60.5,4.775,4.625,NA,NA,NA,NA,NA,NA,4.95,NA,NA,NA,NA,NA,NA,4.725,NA,NA,NA,NA,NA,4.825,4.7,NA,NA,4.75,NA,4
"Mehta, Rikin","Global Drug Law and Regulation",202060,5.75,10.5,52.5,4.025,4.25,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA,4.35,4.475,NA,NA,3.975,NA,4
"Mehta, Rikin","Health Law and Regulation",202030,9.8,18.2,53.6,3.98,4.2,NA,NA,NA,NA,NA,NA,4.56,NA,NA,NA,NA,NA,NA,4.16,NA,NA,NA,NA,NA,4.48,4.42,NA,NA,4.04,NA,5
"Meier, Michael","Adv Topics in Intl Humanitaria",202060,7.5,10.25,73.5,4.975,4.875,NA,NA,NA,NA,NA,NA,4.975,NA,NA,NA,NA,NA,NA,4.825,NA,NA,NA,NA,NA,4.825,4.95,NA,NA,4.925,NA,4
"Meier, Michael","Law of War",202080,13.5,20,67,4.7,4.75,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,4.65,4.65,NA,NA,4.65,NA,2
"Meier, Michael","Law of War Seminar",201930,17,18,94,4.8,4.7,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,4.5,4.9,NA,NA,4.8,NA,1
"Meise, Alexandra","Intl Human Rights Law",201930,18.333,26,70.333,4.367,4.767,NA,NA,NA,NA,NA,NA,4.733,NA,NA,NA,NA,NA,NA,4.133,NA,NA,NA,NA,NA,4.4,4.7,NA,NA,4.4,NA,3
"Mendelsohn, Allan","Crsbrdr Com Reg:Aviatn/Maritim",201880,5,8.5,57,3.65,4.15,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,3.95,4.3,NA,NA,3.65,NA,2
"Mendrala, Andrew","Civil Rights Clinic",201870,3,11,27,3,3.5,NA,NA,NA,3.65,NA,NA,4.5,NA,4.35,3.5,NA,NA,NA,3.5,NA,NA,NA,NA,NA,3.85,4.5,NA,NA,3.15,NA,2
"Menezes, Mark","Energy Prob Sem: Climate Chang",202180,24,29,81,4.85,5,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,4.4,NA,NA,4.8,4.65,NA,4.7,4.9,4.8,4.9,4.75,4.9,2
"Mensah, Nathaniel","Criminal Def & Pris Adv Clinic",202210,11,14,79,2.3,3.7,NA,NA,NA,4.5,NA,NA,5,NA,4.6,4.3,NA,NA,NA,4.1,NA,NA,NA,NA,NA,3.4,2.1,NA,NA,2.4,NA,1
"Mensah, Nathaniel","Criminal Justice Clinic",202210,11,14,79,5,5,NA,NA,NA,4.9,NA,NA,5,NA,5,4.7,NA,NA,NA,4.6,NA,NA,NA,NA,NA,5,4.9,NA,NA,5,NA,1
"Mensah, Nathaniel","Juvenile Justice Clinic",202130,1,14,7,5,5,NA,NA,NA,5,NA,NA,5,NA,5,5,NA,NA,NA,5,NA,NA,NA,NA,NA,4,4,NA,NA,4,NA,1
"Mesch, Genevieve","Civil Rights Clinic",202230,2,12,17,4,4.5,NA,NA,NA,2,NA,NA,4,NA,4.5,2,NA,NA,NA,3,NA,NA,NA,NA,NA,4,4.5,NA,NA,4,NA,1
"Messinger, Michael","Patent Licensing",202110,8.667,14.667,64.333,4.8,4.933,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,4.8,4.933,NA,NA,4.7,NA,3
"Messinger, Michael","Patent Licensing Seminar",201910,14,15,93,4.7,4.7,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,4.4,4.8,NA,NA,4.5,NA,1
"Meth, Madeline","Appellate Courts Immersion Cli",202142,5.8,8,72.8,4.94,4.96,NA,NA,NA,4.98,NA,NA,5,NA,4.96,4.9,NA,NA,NA,4.96,NA,NA,NA,NA,NA,4.9,4.86,NA,NA,4.86,NA,5
"Mezei, Saul","Survey of Transfer Pricing",202030,11.6,22.7,46,4.59,4.689,NA,NA,NA,NA,NA,NA,4.75,NA,NA,NA,5,NA,NA,4.37,NA,4.45,NA,NA,NA,4.63,4.76,NA,NA,4.57,NA,10
"Mezey, Naomi","Civil Procedure",201996.667,57.333,67.333,83,4.5,4.833,NA,NA,NA,NA,NA,NA,4.833,NA,NA,NA,NA,NA,NA,4.667,NA,NA,NA,NA,NA,4.633,4.733,NA,NA,4.5,NA,3
"Mezey, Naomi","Gender and Sexuality",202110,22,35.333,62.667,4.867,4.933,NA,NA,NA,NA,NA,NA,4.933,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,4.867,4.9,NA,NA,4.833,NA,3
"Mezey, Naomi","Legal Process and Society",202080,72.5,86,84.5,4.75,4.8,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,4.7,4.8,NA,NA,4.75,NA,2
"Mezey, Naomi","National, States, & Cult Ident",202056.667,15,21.333,70.333,4.867,4.867,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.667,NA,NA,4.9,4.55,NA,4.733,4.9,4.85,4.45,4.933,4.85,3
"Micallef, Joseph","Patent Law",202030,9,14.4,61.4,4.16,4.02,NA,NA,NA,NA,NA,NA,4.82,NA,NA,NA,NA,NA,NA,4.72,NA,NA,NA,NA,NA,4.78,4.4,NA,NA,4.56,NA,5
"Mihalik, Theresa","Family Law I",201910,12,26,46,4.8,4.9,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,4.7,5,NA,NA,4.8,NA,1
"Mikhail, John","Adv Constitutional Law Seminar",201960,10,19,55.5,5,4.75,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4.85,NA,NA,4.95,4.7,NA,4.95,5,5,4.8,4.95,4.9,2
"Mikhail, John","Con Law I: Federal System",201830,24,35,69,4.4,4.7,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,5,4.9,NA,NA,4.4,NA,1
"Mikhail, John","Legal Justice Lecture",202030,52,113,46,4.1,4.7,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,3.8,4.4,NA,NA,4.2,NA,1
"Mikhail, John","Legal Justice Seminar",202230,28,29,97,4.7,4.9,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,4.5,4.8,NA,NA,4.8,NA,1
"Mikrut, Joseph","Taxn of Energy Markets",202076.667,5,11.667,40.667,4.767,4.867,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.533,NA,NA,NA,NA,NA,4.833,4.933,NA,NA,4.8,NA,3
"Miller, Kelley","Tax of Partnerships",201996.667,12.167,33.5,34.833,4.183,4.733,NA,NA,NA,NA,NA,NA,4.567,NA,NA,NA,5,NA,NA,4.45,NA,NA,NA,NA,NA,4.383,4.733,NA,NA,4.1,NA,6
"Miller, Lisa","Intl Efforts to Combat Corrupt",201910,5,16,31,4.2,3.6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4.4,4.8,NA,NA,4.2,NA,1
"Millett, Patricia","Supreme Court Practice Seminar",201960,3.5,8.5,39.5,4.6,5,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,4,NA,NA,4.85,4.5,NA,4.6,4.8,4.8,5,4.6,4.7,2
"Millett, Patricia","The Certiorari Process Seminar",202110,7,12,58,4.4,4,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,4.3,4.7,NA,NA,4.4,NA,1
"Millward, Jessica","Health Justice Alliance Law Cl",201870,8.5,10,86.5,4.9,4.95,NA,NA,NA,4.65,NA,NA,4.75,NA,4.85,4.6,NA,NA,NA,4.4,NA,NA,NA,NA,NA,4.95,4.9,NA,NA,4.9,NA,2
"Milner Gillers, Rachel","Mediation Skills and Process",202210,1,2,50,5,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,1
"Milner Gillers, Rachel","Negotiations and Medation Semi",202030,17,23.333,72.333,4.7,4.867,NA,NA,NA,NA,NA,NA,4.767,NA,NA,NA,NA,NA,NA,4.233,NA,NA,NA,NA,NA,4.733,4.733,NA,NA,4.7,NA,3
"Milner Gillers, Rachel","Negotiations and Mediation Sem",202230,18,24,75,4.3,4.9,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,4.4,4.5,NA,NA,4.4,NA,1
"Milner Gillers, Rachel","Negotiations and Mediation Seminar",201830,11,24,46,4.7,4.8,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,4.8,4.9,NA,NA,4.8,NA,1
"Mirmina, Steven","Space Law Seminar",202010,10.333,16.667,62.667,4.667,4.7,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,4.2,NA,NA,4.3,4.4,NA,4.767,4.933,4.3,4.233,4.767,4.433,3
"Missner, Jonathan","Alt, Complem, & Integr Med",202030,11.2,17,66.8,4.6,4.74,NA,NA,NA,NA,NA,NA,4.66,NA,NA,NA,NA,NA,NA,4.38,NA,NA,4.66,4.64,NA,4.74,4.74,4.64,4.62,4.64,4.68,5
"Mitchell, Brent","Government Enforcement Investi",201880,10.5,16.5,63,4.9,4.45,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,4.6,4.95,NA,NA,4.75,NA,2
"Mitchell, Denis","Trial Practice",201910,7,11,64,5,4.6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,1
"Mitchum, Preston","LGBT Health Law & Policy",202010,3.667,7.667,43.667,4.867,4.8,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,4.867,4.967,NA,NA,4.867,NA,3
"Mittal, Seema","Federal White Collar Crime",201910,32,54,59,4.4,4.6,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,4.5,4.8,NA,NA,4.4,NA,1
"Mize, Gregory","Doing Justice: Trial Judges",202060,9.5,19.5,49,4.675,4.95,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,4.65,NA,NA,NA,NA,NA,4.65,4.9,NA,NA,4.75,NA,4
"Mize, Gregory","Jury Trials in America",202030,13.8,19.2,72.6,4.78,4.74,NA,NA,NA,NA,NA,NA,4.88,NA,NA,NA,NA,NA,NA,4.88,NA,NA,NA,NA,NA,4.8,4.96,NA,NA,4.86,NA,5
"Mlyniec, Wallace","Clinical Pedagogy",202110,5,16,31,4.6,4.7,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,5,4.6,NA,NA,4.8,NA,1
"Mlyniec, Wallace","Juvenile Justice Clinic",202065,6.5,8.75,78.25,4.925,4.975,NA,NA,NA,4.875,NA,NA,4.95,NA,4.9,4.725,NA,NA,NA,4.75,NA,NA,NA,NA,NA,4.925,4.875,NA,NA,4.875,NA,4
"Molle, Anthony","Intl Project Finance",202160,14,20.5,68,4.75,4.85,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,4.45,NA,NA,NA,NA,NA,4.8,4.95,NA,NA,4.65,NA,2
"Molot, Jonathan","Civil Procedure",201830,80,107,75,5,4.5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,4.8,4.9,NA,NA,5,NA,1
"Molot, Jonathan","Government Processes",201960,47.5,83.5,56,4.8,4.1,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.85,NA,NA,NA,NA,NA,4.6,4.6,NA,NA,4.8,NA,2
"Molot, Jonathan","Legal Process and Society",202230,70,114,61,4.4,4,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,4.3,4.6,NA,NA,4.4,NA,1
"Monahan, John","Global Health Law",201987.143,15.286,21.286,76.143,4.543,4.643,NA,NA,NA,NA,NA,NA,4.471,NA,NA,NA,NA,NA,NA,4.186,NA,NA,NA,NA,NA,4.457,4.829,NA,NA,4.5,NA,7
"Monahan, John","Week One Head Teaching Fellow",202110,1,1,100,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,4,5,NA,NA,4,NA,1
"Monahan, John","Week One Teaching Fellows",202060,2,2.5,83.5,5,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,2
"Monahan, John","World Health Assembly Sim",202010,21.667,22,98.333,4.9,4.7,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.533,NA,NA,NA,NA,NA,5,5,NA,NA,4.95,NA,3
"Monteleone, Michael","Externship I Seminar",202070,11.5,13.583,84.417,4.883,4.883,NA,NA,NA,NA,NA,NA,3.958,NA,NA,NA,NA,NA,NA,4.05,NA,NA,NA,NA,NA,4.625,4.95,NA,NA,4.908,NA,12
"Monteleone, Michael","Externship I Seminar (J.D. Externship Program)",201825,10,13.5,68,4.95,4.9,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,4.5,4.95,NA,NA,4.7,NA,2
"Moon, Daniel","Intl Business Transactions",202170,15,19.5,77,4.85,4.85,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,4.9,4.9,NA,NA,4.85,NA,2
"Mooney Sirotinsky, Lelia","Bus, Human Rights & Sustain",202082,8.6,12,68.6,4.82,4.825,NA,NA,NA,NA,NA,NA,4.74,NA,NA,NA,NA,NA,NA,4.68,NA,NA,NA,NA,NA,4.8,4.96,NA,NA,4.8,NA,5
"Mooney Sirotinsky, Lelia","Business, Human Rights and Sustainability",201820,4,6,67,4.8,5,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,4.8,5,NA,NA,4.8,NA,1
"Moore, Jacob","Tax of Partnerships",202130,8.8,25.6,35.8,4.3,4.82,NA,NA,NA,NA,NA,NA,4.92,NA,NA,NA,NA,NA,NA,4.84,NA,4.15,NA,NA,NA,4.52,4.78,NA,NA,4.44,NA,5
"Moore, Tamra","US Legal Res. Anlsys & Writing",201880,9,11,82,3.1,3.95,NA,NA,NA,NA,NA,NA,3.45,NA,NA,NA,NA,NA,NA,3.85,NA,NA,NA,NA,NA,3.75,3.7,NA,NA,3.25,NA,2
"Morabito, Erika","Intl Bankruptcy",202210,6,14,43,3.8,4.7,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,4.2,4.2,NA,NA,4,NA,1
"Moran, Anne","Survey of Employee Benefits",202081.429,4.143,10.714,41.143,4.486,4.757,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,4.257,NA,4.667,NA,NA,NA,4.6,4.814,NA,NA,4.586,NA,7
"Mordecai, Kacey-Ann","Human Rights Fact-Finding",202010,4,6,67,3.8,5,2.3,NA,3,NA,NA,NA,3.8,NA,NA,NA,NA,2,1.8,2,NA,NA,NA,NA,NA,4.3,4.3,NA,NA,3.5,NA,1
"Morgan, Peter","Corporate Legal Department Pra",202060,7,9.75,72.25,4.925,4.925,NA,5,NA,NA,4.65,4.65,4.8,4.725,NA,NA,NA,NA,NA,4.7,4.5,NA,NA,NA,NA,4.75,4.95,NA,NA,4.925,NA,4
"Morin, Robert","Evidence",202030,58.2,94,61.6,4.72,4.56,NA,NA,NA,NA,NA,NA,4.88,NA,NA,NA,NA,NA,NA,4.48,NA,NA,NA,NA,NA,4.74,4.86,NA,NA,4.76,NA,5
"Morris, Danielle","Intl Trade and Invstmt Litigtn",202060,3.5,6.5,55,5,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4.35,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,2
"Morrison, Jill","First 1000 Days: Globl Health",202063.333,11,13.667,80.333,4.933,4.867,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,5,4.933,NA,NA,4.933,NA,3
"Morrison, Jill","LAWA Graduate Seminar",202030,4.4,4.8,93.2,4.74,4.92,NA,NA,NA,NA,NA,NA,4.86,NA,NA,NA,NA,NA,NA,4.66,NA,NA,NA,NA,NA,4.8,4.74,NA,NA,4.82,NA,5
"Morrison, Jill","LAWA Graduate Seminar II",202060,3.75,4.5,85,4.925,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4.975,NA,NA,NA,NA,NA,4.9,4.925,NA,NA,4.925,NA,4
"Morrison, Jill","Reproductive Justice Seminar",201945,4.75,8.75,73.5,4.95,4.75,NA,NA,NA,NA,NA,NA,4.95,NA,NA,NA,NA,NA,NA,5,NA,NA,5,4.9,NA,4.8,4.675,5,5,4.95,5,4
"Morrison, Jill","Scholarly Writing: African Wom",202175,6.5,6.5,100,5,5,NA,NA,NA,NA,NA,NA,4.95,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,2
"Morrison, Jill","Scholarly Writing: African Women's Human Rights Issues",201870,4.5,5,91.5,4.7,4.9,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,4.9,4.8,NA,NA,4.7,NA,2
"Morton, Jessica","US Legal Res. Anlsys & Writing",201980,11,13,80,4.55,4.75,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,4.35,4.8,NA,NA,4.55,NA,2
"Mosier, Michael","Adv Evidence: Trial Skill",201830,5,12,42,5,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,1
"Moss, Heather","US Legal Res. Anlsys & Writing",201830,12,12,100,4.8,4.9,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,4.9,5,NA,NA,5,NA,1
"Mourra, Mary","Practicing Law in Another Country Seminar",201820,14,21,67,3.5,4.2,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,3.6,4.4,NA,NA,3.4,NA,1
"Mourra, Mary","Practicng Law in Another Cntry",201920,8,13,62,3.1,3.4,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,3.1,4.5,NA,NA,3.4,NA,1
"Moy, Laura","Communic & Tech Clinic",202092.857,6.286,7.571,82.286,4.771,4.614,NA,NA,NA,4.586,NA,NA,4.886,NA,4.714,4.514,NA,NA,NA,4.543,NA,NA,NA,NA,NA,4.786,4.943,NA,NA,4.671,NA,7
"Moy, Laura","Federal Legislation Clinic",201910,12,12,100,4.8,4.5,NA,NA,NA,4.7,NA,NA,4.7,NA,4.4,4.6,NA,NA,NA,4.6,NA,NA,NA,NA,NA,4.7,4.7,NA,NA,4.8,NA,1
"Moy, Laura","Tech Law & Pol Inv Practicum",202110,2,2,100,5,5,5,NA,5,NA,NA,NA,5,NA,NA,NA,NA,5,4,5,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,1
"Muhlendorf, Kevin","Complex Securities Investgtns",202030,10.429,17.714,59.286,4.829,4.8,NA,NA,NA,NA,NA,NA,4.971,NA,NA,NA,NA,NA,NA,4.786,NA,4.65,NA,NA,NA,4.771,4.9,NA,NA,4.843,NA,7
"Mulcahy, Kevin","Civ Tech: Digital Tools/Acc Ju",202110,11.333,22.667,50,4.233,4.567,3.467,NA,4.233,NA,NA,NA,4.333,NA,NA,NA,NA,3.533,4.4,3.533,NA,NA,NA,NA,NA,4.2,4.6,NA,NA,4.033,NA,3
"Mulcahy, Kevin","Tech, Innov, & Access Civ Just",201910,10,23,43,4.3,4.6,4.1,NA,4.2,NA,NA,NA,4.7,NA,NA,NA,NA,4.3,4.2,4.3,NA,NA,NA,NA,NA,3.9,4.4,NA,NA,4.6,NA,1
"Mulhauser, Whitney-Ann","Civil Discovery in Fed Courts",201930,9,15,60,4.4,5,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,4.4,4.3,NA,NA,4.7,NA,1
"Mullen, Hannah","Appellate Courts Immersion Cli",202120,6.25,8,78.5,5,5,NA,NA,NA,4.975,NA,NA,5,NA,5,4.925,NA,NA,NA,4.95,NA,NA,NA,NA,NA,4.95,5,NA,NA,4.95,NA,4
"Munshi, Sherally","Asian American Legal St Sem",202230,5,13,38,5,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,5,4.5,NA,5,5,5,5,5,5,1
"Munshi, Sherally","Law & Culture of Migration Sem",202130,14,20,70,4.5,4.7,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.7,NA,NA,5,4.7,NA,4.6,4.5,5,5,4.6,5,1
"Munshi, Sherally","Property in Time",201956.667,56.333,76,69.333,4.567,4.667,NA,NA,NA,NA,NA,NA,4.733,NA,NA,NA,NA,NA,NA,4.733,NA,NA,NA,NA,NA,4.733,4.567,NA,NA,4.4,NA,3
"Munshi, Sherally","Racial Capitalism & Amer Law S",202180,12,17.5,66.5,4.9,4.85,NA,NA,NA,NA,NA,NA,4.95,NA,NA,NA,NA,NA,NA,4.85,NA,NA,4.8,4.4,NA,4.95,4.9,4.55,4.75,4.9,4.7,2
"Munshi, Sherally","Racialization & American Law S",202010,13.5,18,75,4.95,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4.9,NA,NA,4.95,4.7,NA,5,5,5,4.85,4.95,5,2
"Muraskin, David","Pursuing Fraud Against Govt",201830,15,18,83,3.4,3.3,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4.1,3.3,NA,NA,3.6,NA,1
"Murphy, Amanda","Patent Prosecution Practice",202010,6.5,10.5,64.5,4.7,4.5,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,4.05,NA,NA,NA,NA,NA,4.55,4.95,NA,NA,4.65,NA,2
"Murphy, Erin","Appellate Practice Seminar",202060,5,10.5,46,5,5,NA,NA,NA,NA,NA,NA,4.95,NA,NA,NA,NA,NA,NA,4.625,NA,NA,4.45,3.975,NA,4.925,4.925,4.95,4.525,4.875,4.875,4
"Murphy, Ryan","Corporations",202210,18,26,69,4.6,4.9,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,4.5,4.8,NA,NA,4.4,NA,1
"Muse, Robert","Congressional Investigations S",202030,8.5,21.25,40,4.65,5,NA,NA,NA,NA,NA,NA,4.725,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,4.675,4.95,NA,NA,4.725,NA,4
"Myers, Rayth","Income Tax Accounting",202060,10.25,21.75,47,4.6,4.725,NA,NA,NA,NA,NA,NA,4.575,NA,NA,NA,NA,NA,NA,4.55,NA,NA,NA,NA,NA,4.675,4.85,NA,NA,4.6,NA,4
"Nable-Juris, Nikola","Racial Equity in Educ Law/Pol",202220,6,8,75.5,4.95,5,NA,NA,NA,5,NA,NA,5,NA,4.95,4.8,NA,NA,NA,4.6,NA,NA,NA,NA,NA,4.85,4.85,NA,NA,4.85,NA,2
